Unnamed: 0,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector,Cluster
359,"When Don and Barbara Rickles met Bob and Ginnie Newhart, they became friends for life — as told in Judd Apatow’s latest film",-0.0118011619197204,"Judd Apatow's latest film, ""Bob and Don: A Love Story,"" is one of the best movies of this or any year.",-0.0052898399735568,Rick Kogan,0.0230392159428447,1
360,"As Chicago considers city-run grocery, officials say all options are on the table. But the challenges are steep.",-0.0413831348996609,"As the South and West sides see more groceries close, Mayor Brandon Johnson's administration is considering opening a city-run store.",0.0437063476711045,Talia Soglin,0.013565341301728,1
361,Lukas Nelson & Promise of the Real promise to put on a party in Rosemont,-0.0582807384780608,"Lukas Nelson & Promise of the Real come to Rosemont on the heels of the release of their eighth studio album, “Sticks and Stones.”",0.0498358649201691,Janine Schaults,0.0102850777911953,1
362,Letters: Underlying issues between Israelis and Palestinians need to be addressed,-0.0066223418689332,The truce and release of Israeli hostages must not detract from addressing the major underlying issues that have fueled the conflicts between Israelis and Palestinians.,0.0396280874265357,Chicago Tribune,0.0221458016167162,1
363,Law professors: Universities’ shifting policies toward speech are not only hypocritical but also illegal,-0.0546472195419482,"Many universities have punished speech they found odious, but despite cases of hateful speech after Oct. 7, universities have been largely mum.",0.0828200672840466,"Max Schanzenbach, Kimberly Yuracko",0.0515414384772157,3
364,Searching for a holiday miracle in Branson — Missouri’s ultimate Christmas town,0.0145306135964347,"Could Branson, known as most Christmassy of all Christmas towns, meet my high expectations for merry-making and help heal a broken heart?",0.0750033661024645,Linze Rice,0.0508494815439917,3
365,Editorial: Was your Thanksgiving flight canceled out of O’Hare? Almost certainly not.,-0.0142677871135674,We’ve been quick to complain when America’s airlines have failed their customers. But they sure impressed us over Thanksgiving.,0.0681985160917975,The Editorial Board,0.0341866999515332,3
366,Chicago small businesses face uncertainty heading into holidays as shoppers show signs of caution,-0.0491145576816052,"Despite slowed inflation and good employment numbers, some small business owners told the Tribune shoppers were still struggling with sticker shock.",0.0236381951253861,Talia Soglin,0.0341717810078989,1
367,Eugene Lipov: Renaming PTSD could help reduce its stigma and get veterans and others to seek treatment,0.0041347395163029,We have ways to help those who are dealing with post-traumatic stress. But the stigma around the condition is a barrier for some to seek treatment.,0.1109923961339518,Eugene Lipov,0.0834535774483811,0
368,Ask Amy: Retirees rebound from a major whoopsie,-0.0317461748200003,Dear Amy: We quickly realized we had made a mistake and that we didn’t like living in Florida.,0.0383921260072384,Amy Dickinson,0.0088273254223167,1
369,This Chinese E-Commerce Giant Is Close to Overtaking Alibaba,0.0158371319466823,Bond yields edged to their lowest level since September on Wednesday. What's next for Berkshire Hathaway after Charlie Munger's death.,0.0246031296555884,Clarence Leong,0.0109115717932581,1
370,"Richemont Says It Has No Plans to Invest in Farfetch, or Lend to It",0.0258135985350236,,0.0329192901263013,Andrea Figueras,0.0152161710429936,1
371,"Explainer: A guide to UN climate jargon, from NDCs to 'unabated' emissions",-0.0816531720920465,"Decades of global climate negotiations have produced a perplexing collection of phrases and acronyms, as countries grapple with new science and policy goals aimed at limiting industrial emissions and preparing for a warmer world.",0.0983686951221898,Gloria Dickie,0.0626576499125803,0
372,‘The Artful Dodger’ Review: Hulu Gives Dickens a Twist,-0.020982076835935,"Thomas Brodie-Sangster, Maia Mitchell and David Thewlis star in this story of the ‘Oliver Twist’ character Jack Dawkins, a pickpocket who, in this telling, puts his deft fingers to work in the operating theater.",0.0639589711354347,John Anderson,0.0006846322212368,1
373,"Defying Pope's calls for climate action, US Catholic bishops cling to fossil fuels",-0.042033866593556,"Hundreds of Catholic institutions around the globe have announced plans to divest their finances of oil, gas and coal to help fight climate change since Pope Francis published his landmark encyclical on environmental stewardship in 2015 urging a break with fo…",0.0687425765645457,Richard Valdmanis,0.0641024280630517,3
374,"After Munger's death, Berkshire succession comes into focus",-0.0590938962996006,"The death of Berkshire Hathaway's <a href=""https://www.reuters.com/markets/companies/BRKa.N"" target=""_blank"">(BRKa.N)</a> <a href=""/business/obituary-charlie-munger-oracle-pasadena-who-was-buffetts-second-in-command-2023-11-28/"">Charlie Munger</a> heralds the…",0.0371203288668766,Jonathan Stempel,0.0148037875769659,1
375,COP28 summit: Future of fossil fuels center stage at climate talks,-0.0640087741485331,"Delegates from nearly 200 countries will convene this week for the <a href=""https://www.reuters.com/sustainability/cop/"">COP28 climate summit</a> in Dubai, where conference host and OPEC member the UAE hopes to sell the vision of a low-carbon future that incl…",0.0621517456311266,Valerie Volcovici,0.0626486947294324,3
376,Illinois and Notre Dame baseball take notice of Lemont’s Zane Schneider. But basketball? ‘He brings a lot of flair.’,-0.1117071586195379,Zane Schneider took advantage of starting and playing quality minutes in Lemont’s wild 73-70 nonconference victory in OT over Sandburg.,0.0286667796026449,Jeff Vorva,0.0069841966615058,1
377,"Photo Gallery: Chicago Blackhawks 4, Seattle Kraken 3",0.0126668058801442,"Photos from the game between the Chicago Blackhawks and the Seattle Kraken at the United Center on Nov. 28, 2023.",0.1344112243386916,,0.1104903370141983,2
378,3 takeaways from an In-Season Tournament blowout — as Chicago Bulls coach Billy Donovan was irked by hacks on Andre Drummond,-0.0367372842738404,"The Boston Celtics purposefully fouled Andre Drummond to prevent the Chicago Bulls from scoring as they chased an In-Season Tournament point differential Tuesday, which Bulls coach Billy Donovan did not like.",0.1076941162027651,Julia Poe,0.0722452395129948,0
379,A cool shooting night means Oak Lawn’s Donte Montgomery turns up heat on defense. ‘That is what wins games.’,-0.0114018123567802,"Junior guard Donte Montgomery offset a season-low eight points for Oak Lawn with six steals, five assists and five rebounds in a 64-28 win.",0.03151693262771,Patrick McGavin,0.0057213716795558,1
380,China’s Latest EV Stocks Face Uncertain Reception in New York,-0.073205500782933,Fast-growing startups Zeekr and Lotus will need to persuade investors they can handle brutal competition at home and geopolitical tensions abroad,0.026444835064467,Stephen Wilmot,0.0841751515690703,3
381,How Elon Became an ‘Antisemite’,-0.0147668193094432,‘Tristram Shandy’ is the press’s handbook for whipping words to obey a narrative.,0.0399036767776124,Holman W. Jenkins,-0.0049763186252675,1
382,Twin sisters Zoe and Olivia Trunk work in tandem to rev up Sandburg’s offense. ‘We really support each other.’,-0.088346729404293,Olivia and Zoe Trunk worked the chemistry intangible to a T in Tuesday night’s 74-9 nonconference victory over Tinley Park in Orland Park.,0.0695939193828962,Gregg Voss,0.0561623291505384,3
383,Photos: Tribute service held for former first lady Rosalynn Carter at Glenn Memorial United Methodist Church,-0.1245894760286319,"Visitors paid their respects to former first lady Rosalynn Carter during a tribute service at Glenn Memorial United Methodist Church at Emory University on Nov. 28, 2023 in Atlanta, Georgia. Rosalynn Carter passed away on November 19 at the age of 96. She was…",0.1375366803113138,Pinar Istek,0.025622671644669,4
384,What was Scrooge like as a child? Park Ridge 11-year-old portrays him at Goodman Theatre,-0.0783924988354556,"Park Ridge 11-year-old Leighton Tantillo is playing Ebenezer Scrooge as a child, as well as Peter Cratchit, in the Goodman Theatre's ""A Christmas Carol.""",0.0852422948955791,Pioneer Press staff,0.0501167223555967,3
385,Column: Chicago Blackhawks management under the microscope again after waiving Corey Perry for alleged workplace misconduct,-0.0623892807634547,"Tuesday's announcement marked the sudden end of Corey Perry’s career with the Chicago Blackhawks, a brief and mostly unmemorable stint for the 38-year-old veteran brought in for his supposed leadership skills.",0.1439338119234889,Paul Sullivan,0.1172954280045814,2
386,Unity Software to cut 3.8% of staff in 'company reset',-0.0462722941301763,"Videogame software provider Unity Software <a href=""https://www.reuters.com/markets/companies/U.N"" target=""_blank"">(U.N)</a> will eliminate 265 jobs or 3.8% of its global workforce and end an agreement with a digital video effects company founded by the ""Lord…",0.0943627852684585,Anna Tong,0.0371420798473991,4
387,US FAA tightens aircraft certification oversight after Boeing MAX crashes,-0.0378539637022186,"The Federal Aviation Administration said on Tuesday it had adopted a new aircraft certification policy requiring key flight control design changes to be considered ""major"" like the system involved in two fatal Boeing <a href=""https://www.reuters.com/markets/c…",0.0673390006268164,David Shepardson,0.0412275577473337,3
388,FDA Warns on Safety Issue With Philips CPAP Devices,-0.0274367073434405,Agency noted a ‘sharp increase’ in reports of issues with the machines,0.013863070635125,Ben Glickman,-0.0194238070398569,1
389,Liam Hendriks and Cody Bellinger selected MLB’s Comeback Players of the Year,-0.0089872859534807,Reliever Liam Hendriks and outfielder Cody Bellinger have been selected Major League Baseball’s Comeback Players of the Year. Both are free agents and were chosen in voting by MLB.com beat writers.,0.1218776990717742,Associated Press Staff,-0.0190144650987349,4
390,Liam Hendriks and Cody Bellinger selected MLB’s Comeback Players of the Year,-0.0089872859534807,Reliever Liam Hendriks and outfielder Cody Bellinger have been selected Major League Baseball’s Comeback Players of the Year. Both are free agents and were chosen in voting by MLB.com beat writers.,0.1218776990717742,Associated Press Staff,-0.0190144650987349,4
391,Apple Pulls Plug on Goldman Credit-Card Partnership,0.0110527177457697,Tech giant proposed exiting contract in about 12-to-15 months,0.0309299556538462,AnnaMaria Andriotis,-0.0173689564762753,1
392,"Citing Trump factor, former House GOP leader Jim Durkin takes himself out of Cook County state’s attorney race",-0.1088286534650251,"Longtime Republican sees ""no pathway to success under the circumstances in this environment in Cook County.""",0.1443845125540974,Rick Pearson,-0.010748776665423,4
